department,fiscal_year,program,umbrella,description,fy_started,category_youth_development,data_quality,centralized_db,youth_served,youth_served_accuracy,demographic_info_collected,race_ethnicity,gender,household_income,age_range,grade_level,participation_frequency,multienrollment,program_season,service_area_council_district,total_funding_dollars,funding_accuracy,funding_source,general_fund_percentage,general_fund_source_amount,special_purpose_source_amount,city_staff,service_providers_contractors,recruitment_strategy,interactions,additional_info
RAP,2023-2024,Cabrillo Marine Aquarium Explore the Shore,No,1.5. hour Standards based hands on outdoor marine education for elementary through high school students,2004,Academic Achievement & Education Enrichment,Excellent,Yes,1368,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Participation frequency not tracked,Yes,"Fall, Winter , Spring",All Council Districts,10000,Estimate,Special Purpose Funds (City),0%,,,20 or more,0,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Facebook, Newsletter","""Parents, guardings, caregivers"", Educators",
RAP,2023-2024,Cabrillo Marine Aquarium Spring Outdoor Classroom,No,"1.5 hour standards based, outdoor program for elementary students that introduces them to local marine life",1965,Academic Achievement & Education Enrichment,Excellent,Yes,20922,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11","Pre-K, K-5th grade",Participation frequency not tracked,Yes,Spring,All Council Districts,120000,Estimate,Special Purpose Funds (City),0%,,,30 or more,1,"Emails, Physical Flyers, Community Partnerships, Referrals, Educational Partners, Outreach Events, Department Website, Instagram, Facebook, Newsletter","""Parents, guardings, caregivers"", Educators",Partner with City Life Guards
RAP,2023-2024,Cabrillo Marine Aquarium Summer Docent Program,No,"4 week+ summer program that teaches middle school and high school students about marine life, how to give a tour, then they give multiple tours to local schools",1965,Academic Achievement & Education Enrichment,Excellent,Yes,667,Estimated Amount,Address or Zipcode,No,No,,"12 to 14, 15 to 17","6-8th grade, 9-12th grade",Multiple times,Yes,Summer,All Council Districts,100000,Estimate,Special Purpose Funds (City),0%,,,10 or more,1,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Department Website, Outreach Events, Instagram, Facebook, Newsletter","""Parents, guardings, caregivers"", Educators",Partner with City Life Guards to offer ocean activities for students
RAP,2023-2024,Cabrillo Marine Aquarium Exhibit Hall School Tours,No,"1.5 hour program where staff and volunteer docents lead K-High School students on a standards based, interactive tour of the aquarium",1954,Academic Achievement & Education Enrichment,Excellent,Yes,6337,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25, 25 to 30","Pre-K, K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Participation frequency not tracked,Yes,"Fall, Winter",All Council Districts,45000,Estimate,Special Purpose Funds (City),0%,,,20 or more,0,"Emails, Physical Flyers, Referrals, Outreach Events, Educational Partners, Department Website, Instagram, Facebook, Newsletter","""Parents, guardings, caregivers"", Educators",
RAP,2023-2024,Cabrillo Marine Aquarium Summer Camps,No,4 day standards based marine biology intensive exploration focused experience for introduction to the local marine ecosystems of southern California,1990,Academic Achievement & Education Enrichment,Excellent,Yes,300,Estimated Amount,Address or Zipcode,No,No,,"0 to 5, 5 to 8, 9 to 11, 12 to 14","Pre-K, K-5th grade, 6-8th grade",Multiple times,Yes,Summer,All Council Districts,21000,Estimate,Special Purpose Funds (City),0%,,,20 or more,0,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events, Department Website, Instagram, Facebook, Newsletter","""Parents, guardings, caregivers"", Educators",
RAP,2023-2024,Cabrillo Marine Aquarium Ocean Outreach,No,45 minute standards based marine science programs for pre-k through middle school where we bring the ocean to classrooms all over Los Angeles,1991,Academic Achievement & Education Enrichment,Excellent,Yes,13643,Estimated Amount,Address or Zipcode,No,No,,"0 to 5, 5 to 8, 9 to 11, 12 to 14","Pre-K, K-5th grade, 6-8th grade",Participation frequency not tracked,Yes,Year-round,All Council Districts,100000,Estimate,Special Purpose Funds (City),0%,,,10 or more,0,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Newsletter, Facebook","""Parents, guardings, caregivers"", Educators, Community members",
RAP,2023-2024,Cabrillo Marine Aquarium Ocean Discovery Kits,No,"Specimen loan program for teachers. Teacher attend a workshop, then are eligible to borrow standard based educational kits to bring to their classroom.",2012,Academic Achievement & Education Enrichment,Excellent,Yes,992,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11, 12 to 14, 15 to 17, 0 to 5","K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Fall,All Council Districts,3000,Estimate,Special Purpose Funds (City),0%,,,10 or more,0,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Facebook, Instagram",Educators,
RAP,2023-2024,Cabrillo Marine Aquarium Key to the Sea,No,1.5. hour Standards based hands on outdoor marine education for elementary school students.  Includes a teacher workshop.,1999,Academic Achievement & Education Enrichment,Excellent,Yes,175,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11",K-5th grade,Participation frequency not tracked,Yes,Fall,All Council Districts,2000,Estimate,Special Purpose Funds (City),0%,,,20 or more,1,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","Educators, ""Parents, guardings, caregivers""",
RAP,2023-2024,Cabrillo Marine Aquarium After School Programs,No,1.5 hour standards and experiential based marine biology afterschool class,1990,Academic Achievement & Education Enrichment,Excellent,Yes,130,Estimated Amount,Address or Zipcode,No,No,,"0 to 5, 5 to 8, 9 to 11","Pre-K, K-5th grade",Multiple times,Yes,"Fall, Winter , Spring",All Council Districts,10000,Estimate,Special Purpose Funds (City),0%,,,30 or more,0,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", Educators, Community members",
RAP,2023-2024,Cabrillo Marine Aquarium Virtual Sea Search Program,No,"1.0 hour standards based, online program for students that introduces them to local marine life",2020,Academic Achievement & Education Enrichment,Excellent,Yes,15,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19","K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Multiple times,Yes,"Fall, Spring, Winter",All Council Districts,2000,Estimate,Special Purpose Funds (City),0%,,,6-9,0,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", Educators","This program was developed during COVID to be able to continue engagement with youth. Since we have been back onsite, this program has been requested less, in favor of in person classes."
Tourism,2023-2024,Los Angeles Convention Center (LACC) Career Academy,No,"Through CTDs unique relationship with LA Tourism and the Los Angeles Convention Center (LACC), CTD facilitates single day visits to the LACC during an event. Students will have the opportunity to meet with a variety of professionals who are national and global leaders in their field. Throughout the day students will receive a tour of the convention hall and have Q&A's with various individuals to further better their understanding of their career.",FY 2022,"Career Readiness & Financial Empowerment, Academic Achievement & Education Enrichment",Good,"No, but there is a plan to create one.",45,Exact Amount,"Race/ethnicity, Gender",Yes,Yes,No,"15 to 17, 18 to 19",9-12th grade,Participation frequency not tracked,,Year-round,All Council Districts,0,Exact,,0%,0,0,1-3,2,"Emails, Educational Partners","Educators, City department staff","Through LA Tourism we reach out to event organizers to gauge their interest in participating,  CTD then works with the event organizer to find individuals involved in the event to participate throughout the day."
Transportation,2023-2024,DASH to Class,Yes,We have a student transit program. It's called DASH to Class and it will resume once fare collection resumes on Jan 11. Students with a Reduced Fare TAP card can ride DASH for free.,2019,Basic Needs and Stability,Fair,,,Estimated Amount,,,,,,,,Yes,Year-round,All Council Districts,,,,,,,1-3,1,"Department Website, Instagram, Other Social Media","""Parents, guardings, caregivers"", Educators, Community members",Youth Served = Need to confirm but ranges.
Transportation,2023-2024,U-Pass program,Yes,This a Metro administered program for participating university students. Eligible students ride free on DASH.,2021,Basic Needs and Stability,Fair,,,Estimated Amount,,,,,,,,Yes,Year-round,All Council Districts,,,,,,,1-3,1,"Emails, Community Partnerships, Department Website, Other Social Media","Educators, Other",Youth Served = Need to confirm but ranges.
YDD,2023-2024,YouthSource Center Youth Advisory Council,No,The Youth Advisory Councils are  established at all 14 YouthSource Centers. Each center has at least 5 youth participating and provide feedback on the center's programs and gaps. Youth engage in many leadership activities and receive training and opportunities of networking and professional development .,2023,Leadership Development,Good,Yes,70,Estimated Amount,"Race/ethnicity, Gender, LGBTQIA, Address or Zipcode, Disconnected/Opportunity Youth, Foster care, Justice-involved",No,No,No,"15 to 17, 18 to 19, 20 to 25","9-12th grade, Post-secondary",Multiple times,Yes,Year-round,"CD 1, CD 5, CD 6, CD 7, CD 8, CD 9, CD 14, CD 15",640000,Exact,"Philanthropic Funds, Private Organization, General Fund (City)",,,,6-9,14,"Emails, Physical Flyers, Instagram, Community Partnerships",Other,
YDD,2023-2024,Mayor's Young Ambassador Program,No,An free international travel program for College Promise Students  in the LACCD,2018,"Academic Achievement & Education Enrichment, Leadership Development",Very good,Yes,46,Exact Amount,"Race/ethnicity, Gender, Address or Zipcode",Yes,Yes,No,"18 to 19, 20 to 25",Post-secondary,Multiple times,,Year-round,All Council Districts,150000,Exact,General Fund (City),100%,,,1-3,4,"Emails, Educational Partners","Educators, City department staff","Three trips this FY: Costa Rica (16 Participants. 118 applicants), Paris (16 participants), and Ecuador (14 participants) There was one application for Paris and Ecuador and 197 students applied."
YDD,2023-2024,Olivia E. Mitchell LA City Youth Council,No,"The LA City Youth Council is comprised of 30 young individuals ages 16- 25 and live within the City of Los Angeles. They participate in a 10 month cohort to learn about civic engagement, city structure and governance while preparing a capstone policy project including policy recommendations.",2022,Leadership Development,Very good,No,32,Exact Amount,"Race/ethnicity, Gender, Legal Status, Address or Zipcode, Foster care",No,No,,"15 to 17, 18 to 19, 20 to 25","Post-secondary, 9-12th grade",Multiple times,Yes,"Fall, Winter , Spring, Summer","CD 3, All Council Districts",90000,Exact,General Fund (City),100%,,,1-3,10,"Emails, Newsletter, Referrals, Community Partnerships, Outreach Events, Department Website, Facebook","Educators, Community members, City department staff, ""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)""",During our last recruitment cycle we have over 300 applications of interested candidates for only 30 available slots.
YDD,2023-2024,Youth summit,No,"The Summit aims to bring young leaders from across the Los Angeles region together to discuss and strategize solutions to address challenges that create barriers to youth success in education, employment and overall wellness",2022,Leadership Development,Very good,No,150,Estimated Amount,Other,No,Yes,No,"12 to 14, 15 to 17, 18 to 19, 20 to 25, 25 to 30","6-8th grade, 9-12th grade, Post-secondary",One time (drop-in),Yes,Spring,All Council Districts,26174.77,Estimate,Other,100%,,,4-5,,,,
YDD,2023-2024,Earn Learn Play,Yes,"Location-based app that connects youth, caregivers, and families to thousands of free and low-cost recreational, educational, employment-related, and other youth-focused programs and services offered by the City.",2021,"Recreation, Academic Achievement & Education Enrichment, Career Readiness & Financial Empowerment, Basic Needs and Stability, Health and Wellbeing, Leadership Development, Mentorship, Safety and Justice",Excellent,Yes,5657,Exact Amount,,No,No,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25, 25 to 30",,Participation frequency not tracked,,"Year-round, Fall, Winter , Spring, Summer",All Council Districts,11362.75,Estimate,General Fund (City),100%,0,0,1-3,0,"Emails, Newsletter, Physical Flyers, Community Partnerships, Outreach Events, Instagram, Facebook, Department Website","""Parents, guardings, caregivers"", Community members, City department staff, Educators",
YDD,2023-2024,LA Youth Expo,No,"Large-scale resource fair offering access to community programs, workforce development services, mental health support, youth leadership development, and other services offered by City departments and community-based organizations.",2022,Basic Needs and Stability,Good,No,454,Exact Amount,Address or Zipcode,No,No,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25, 25 to 30",,One time (drop-in),,Summer,All Council Districts,25000,Estimate,General Fund (City),100%,0,0,10 or more,116,"Emails, Newsletter, Physical Flyers, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", Educators, Community members, City department staff",
Zoo,2023-2024,Family Nature Club,No,"A monthly 90 minute program that fosters comfort spending time in nature. Participants enjoy loosely structured outdoor play – exploring nature through art and building, observation and imagination.",FY17-18,Recreation,Good,No,262,Exact Amount,,,,,"0 to 5, 5 to 8",,Participation frequency not tracked,,"Fall, Winter , Spring",All Council Districts,2000,Estimate,"Special Purpose Funds (City), Philanthropic Funds",,,Zoo Enterprise Trust Fund / Greater Los Angeles Zoo Association,4-5,1,"Department Website, Instagram, Outreach Events, Other","""Parents, guardings, caregivers""",
Zoo,2023-2024,Betty White's Zoo Pals,No,Betty White's Zoo Pals is a scholarship program for Title I schools that provides Kindergarten-5th grade classes with programs taught by Zoo instructors and supplies. Programs include 2 classroom visits and a zoo field trip.,FY2009-2010,Academic Achievement & Education Enrichment,Good,No,1421,Exact Amount,,,,,,K-5th grade,Multiple times,,"Fall, Winter , Spring",All Council Districts,50000,Estimate,"Special Purpose Funds (City), Philanthropic Funds",,,Zoo Enterprise Trust Fund / Greater Los Angeles Zoo Association,4-5,1,"Educational Partners, Department Website",Educators,
Zoo,2023-2024,Measure A Safari Days,No,"This program increases equitable access to nature by providing transportation and programming for LAUSD eligible second and third grade students in LAUSD's Local District East to increase access to nature, via the zoo.",FY23-24,Academic Achievement & Education Enrichment,Fair,No,7313,Exact Amount,Other,,,,,K-5th grade,One time (drop-in),,"Fall, Winter , Spring",All Council Districts,275000,Estimate,Other,,,"RPOSD Measure A Grant (3 yr/$979,000)",1-3,1,"Emails, Educational Partners, Department Website",Educators,Addresses of schools collected to determine High / Very High Park Need status
Zoo,2023-2024,Zoo Camp,No,"Zoo Camp is for children independent of their parents and provides a safe, fun, and nurturing setting where they can focus on making friends with both campers and animals. Scholarships make up 10% of camp participants.",1980's,Recreation,Good,No,1122,Exact Amount,Gender,,Yes,,"5 to 8, 9 to 11","Pre-K, K-5th grade",Participation frequency not tracked,,Summer,,213000,Estimate,Special Purpose Funds (City),,,Zoo Enterprise Trust Fund,20 or more,0,"Emails, Newsletter, Department Website","""Parents, guardings, caregivers""",
Zoo,2023-2024,Duttenhaver Conservation Field Study Program,No,"The Duttenhaver Conservation Field Study Program is offered to juniors and seniors from North Hollywood Magnet High School, Los Angeles Zoo Volunteers, and Outward Bound Adventures to provide enriching project-based field research opportunities around the globe.",FY 2007-2008,Leadership Development,Fair,No,9,Exact Amount,,,,,"15 to 17, 18 to 19",,One time (drop-in),,Summer,,55000,Estimate,Philanthropic Funds,,,Greater Los Angeles Zoo Association Donor,1-3,0,"Referrals, Educational Partners","Educators, Other",
Zoo,2023-2024,Migrant Education Program,No,"The Migrant Education Program is a partnership with LAUSD/Beyond the Bell that provides summer enrichment for Migrant, Immigrant & Refugee students. Opportunities for expansion in 2024 will be explored.",FY 17-18,Academic Achievement & Education Enrichment,Fair,No,46,Exact Amount,,,,,,"K-5th grade, 6-8th grade",Multiple times,,Summer,,5000,Estimate,Special Purpose Funds (City),,,Zoo Enterprise Trust Fund,1-3,1,Educational Partners,Educators,
Zoo,2023-2024,LAPL Summer Outreach,No,"In partnership with LAPL's Summer Reading Challenge, the Zoo will visit 34 library branches throughout the city. The program shares the history of the Zoo and facilitates activities that encourages people to spend time in nature.",FY 23-24,Academic Achievement & Education Enrichment,Fair,No,1140,Exact Amount,,,,,,,Participation frequency not tracked,,Summer,All Council Districts,12000,Estimate,Special Purpose Funds (City),,,Zoo Enterprise Trust Fund,4-5,1,"Community Partnerships, Educational Partners, Other","City department staff, ""Parents, guardings, caregivers""",
Zoo,2023-2024,NHHS Zoo Magnet Center,No,Collaboration with the Zoo Magnet will focus on career day; Zoology curriculum co-design; Spanish curriculum co-design; creating project-based learning opportunities for FY24-25; and the ongoing Animal Management class.,1981,"Academic Achievement & Education Enrichment, Career Readiness & Financial Empowerment",Poor,No,250,Estimated Amount,,,,,,9-12th grade,Multiple times,,Year-round,,0,Exact,Other,,,,10 or more,1,Educational Partners,Educators,
Zoo,2023-2024,Teen Council for Conservation,No,"Teen Council for Conservation unites youth and creates pathways toward a future centered on conservation solutions in Los Angeles. TCC focuses on issues in social and environmental justice, conservation, and climate.",FY22-23,"Leadership Development, Career Readiness & Financial Empowerment",Very good,No,17,Exact Amount,"Race/ethnicity, Gender",Yes,Yes,,,9-12th grade,Multiple times,,"Fall, Winter , Spring",All Council Districts,150000,Estimate,"Special Purpose Funds (City), Philanthropic Funds",,,Zoo Enterprise Trust Fund / Greater Los Angeles Zoo Association,4-5,0,"Emails, Community Partnerships, Educational Partners, Department Website, Instagram, Referrals","Educators, ""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", City department staff",
Zoo,2023-2024,Engaging Girls in STEM Festival,No,"The Los Angeles County Office of Education hosts an annual Engaging Girls in STEM festival for middle/high school girls. The Zoo will be the host site for the second time, proving space, STEM Ambassadors, and support.",FY22-23,Career Readiness & Financial Empowerment,Poor,No,320,Estimated Amount,,,,,,6-8th grade,Participation frequency not tracked,,Spring,,1000,Estimate,Special Purpose Funds (City),,,Zoo Enterprise Trust Fund,4-5,1,"Community Partnerships, Other","Educators, Other",
Zoo,2023-2024,Paid Internship Program,No,Introductory 10-week paid internships for current college students interested in exploring zoo careers. Internships are available in the Conservation and L&E Divisions.,FY 21-22,"Career Readiness & Financial Empowerment, Leadership Development",Very good,No,22,Exact Amount,,,,,"18 to 19, 20 to 25",Post-secondary,Multiple times,,Summer,All Council Districts,70000,Estimate,"Special Purpose Funds (City), Philanthropic Funds",,,Zoo Enterprise Trust Fund / Greater Los Angeles Zoo Association,,0,"Emails, Community Partnerships, Other, Department Website, Instagram, Referrals","Educators, Community members, Other, ""Relatives (siblings, grandparents, etc.)""",
Zoo,2023-2024,Community Partner Career Tours,No,"These tours focus on careers in conservation, education, and animal husbandry, often for those underrepresented in these fields. Partners this year include Nature For All, North Hollywood High School, and L.A. Rec and Parks.",,"Academic Achievement & Education Enrichment, Career Readiness & Financial Empowerment",Fair,No,100,Estimated Amount,,,,,"12 to 14, 15 to 17, 18 to 19, 20 to 25",,One time (drop-in),,Year-round,,5000,Estimate,Special Purpose Funds (City),,,Zoo Enterprise Trust Fund,,0,"Community Partnerships, Referrals","Educators, Community members, City department staff",
